onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.551	correct	1	1	congruent	cond001
10.0	2.0	incongruent_correct	0.698	correct	1	1	congruent	cond003
20.0	2.0	congruent_correct	0.576	correct	1	1	congruent	cond001
30.0	2.0	congruent_correct	0.506	correct	2	1	incongruent	cond001
42.0	2.0	incongruent_correct	0.829	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.569	correct	1	1	congruent	cond001
64.0	2.0	incongruent_correct	0.644	correct	2	1	incongruent	cond003
76.0	2.0	incongruent_correct	0.846	correct	2	1	incongruent	cond003
88.0	2.0	congruent_correct	0.592	correct	2	1	incongruent	cond001
102.0	2.0	incongruent_correct	0.667	correct	1	1	congruent	cond003
116.0	2.0	congruent_correct	0.621	correct	2	1	incongruent	cond001
130.0	2.0	congruent_correct	0.814	correct	1	1	congruent	cond001
140.0	2.0	congruent_correct	0.537	correct	1	1	congruent	cond001
150.0	2.0	incongruent_correct	0.735	correct	2	1	incongruent	cond003
164.0	2.0	incongruent_correct	0.625	correct	2	1	incongruent	cond003
174.0	2.0	incongruent_correct	0.769	correct	1	1	congruent	cond003
184.0	2.0	incongruent_correct	0.608	correct	2	1	incongruent	cond003
196.0	2.0	congruent_correct	0.546	correct	2	1	incongruent	cond001
208.0	2.0	congruent_correct	0.565	correct	1	1	congruent	cond001
220.0	2.0	incongruent_correct	0.688	correct	2	1	incongruent	cond003
232.0	2.0	congruent_correct	0.595	correct	1	1	congruent	cond001
246.0	2.0	incongruent_correct	0.596	correct	1	1	congruent	cond003
260.0	2.0	congruent_correct	0.558	correct	2	1	incongruent	cond001
274.0	2.0	incongruent_correct	0.704	correct	1	1	congruent	cond003
