onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	1.21	correct	1	1	congruent	cond001
10.0	2.0	congruent_correct	1.054	correct	1	1	congruent	cond001
20.0	2.0	congruent_correct	1.128	correct	1	1	congruent	cond001
32.0	2.0	incongruent_correct	1.045	correct	2	1	incongruent	cond003
42.0	2.0	incongruent_correct	0.945	correct	2	1	incongruent	cond003
52.0	2.0	incongruent_correct	0.972	correct	2	1	incongruent	cond003
64.0	2.0	congruent_correct	0.895	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	1.001	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	0.843	correct	2	1	incongruent	cond003
102.0	2.0	incongruent_correct	0.95	correct	2	1	incongruent	cond003
116.0	2.0	congruent_correct	0.792	correct	1	1	congruent	cond001
130.0	2.0	incongruent_correct	0.914	correct	2	1	incongruent	cond003
140.0	2.0	congruent_correct	0.844	correct	1	1	congruent	cond001
154.0	2.0	incongruent_correct	0.912	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.81	correct	1	1	congruent	cond001
174.0	2.0	congruent_correct	0.703	correct	1	1	congruent	cond001
184.0	2.0	congruent_correct	0.746	correct	1	1	congruent	cond001
196.0	2.0	incongruent_correct	0.901	correct	2	1	incongruent	cond003
208.0	2.0	congruent_correct	0.631	correct	1	1	congruent	cond001
220.0	2.0	incongruent_correct	0.89	correct	2	1	incongruent	cond003
232.0	2.0	congruent_correct	0.766	correct	1	1	congruent	cond001
246.0	2.0	incongruent_correct	0.895	correct	2	1	incongruent	cond003
260.0	2.0	congruent_correct	0.609	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.748	correct	2	1	incongruent	cond003
