onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.912	correct	1	1	congruent	cond001
10.0	2.0	incongruent_correct	0.892	correct	1	1	congruent	cond003
20.0	2.0	congruent_correct	0.743	correct	1	1	congruent	cond001
30.0	2.0	congruent_correct	0.699	correct	2	1	incongruent	cond001
42.0	2.0	incongruent_correct	0.862	correct	2	1	incongruent	cond003
52.0	2.0	incongruent_correct	0.89	correct	2	1	incongruent	cond003
64.0	2.0	incongruent_correct	0.9	correct	1	1	congruent	cond003
76.0	2.0	congruent_correct	0.744	correct	2	1	incongruent	cond001
88.0	2.0	congruent_correct	0.794	correct	2	1	incongruent	cond001
102.0	2.0	incongruent_correct	0.859	correct	2	1	incongruent	cond003
116.0	2.0	congruent_correct	0.878	correct	1	1	congruent	cond001
130.0	2.0	congruent_correct	0.711	correct	2	1	incongruent	cond001
140.0	2.0	congruent_correct	0.762	correct	1	1	congruent	cond001
150.0	2.0	incongruent_correct	0.783	correct	2	1	incongruent	cond003
164.0	2.0	incongruent_correct	0.834	correct	1	1	congruent	cond003
174.0	2.0	incongruent_correct	0.884	correct	1	1	congruent	cond003
184.0	2.0	congruent_correct	0.76	correct	1	1	congruent	cond001
196.0	2.0	congruent_correct	0.707	correct	2	1	incongruent	cond001
208.0	2.0	incongruent_correct	0.831	correct	1	1	congruent	cond003
220.0	2.0	incongruent_correct	0.882	correct	2	1	incongruent	cond003
232.0	2.0	congruent_correct	0.875	correct	1	1	congruent	cond001
246.0	2.0	incongruent_correct	0.973	correct	2	1	incongruent	cond003
260.0	2.0	incongruent_correct	1.031	correct	1	1	congruent	cond003
274.0	2.0	congruent_correct	0.657	correct	2	1	incongruent	cond001
