onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.443	correct	1	1	congruent	cond001
10.0	2.0	incongruent_correct	0.623	correct	1	1	congruent	cond003
20.0	2.0	congruent_correct	0.475	correct	1	1	congruent	cond001
30.0	2.0	incongruent_correct	0.607	correct	1	1	congruent	cond003
40.0	2.0	incongruent_correct	0.561	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.5	correct	2	1	incongruent	cond001
64.0	2.0	congruent_correct	0.494	correct	2	1	incongruent	cond001
76.0	2.0	incongruent_correct	0.577	correct	2	1	incongruent	cond003
88.0	2.0	congruent_correct	0.413	correct	2	1	incongruent	cond001
102.0	2.0	incongruent_correct	0.575	correct	1	1	congruent	cond003
116.0	2.0	congruent_correct	0.546	correct	2	1	incongruent	cond001
130.0	2.0	congruent_correct	0.401	correct	2	1	incongruent	cond001
140.0	2.0	incongruent_correct	0.519	correct	1	1	congruent	cond003
154.0	2.0	congruent_correct	0.48	correct	1	1	congruent	cond001
164.0	2.0	incongruent_correct	0.571	correct	2	1	incongruent	cond003
174.0	2.0	incongruent_correct	0.519	correct	1	1	congruent	cond003
184.0	2.0	incongruent_correct	0.538	correct	1	1	congruent	cond003
196.0	2.0	incongruent_correct	0.526	correct	1	1	congruent	cond003
208.0	2.0	congruent_correct	0.527	correct	2	1	incongruent	cond001
220.0	2.0	congruent_correct	0.447	correct	2	1	incongruent	cond001
232.0	2.0	congruent_correct	0.406	correct	2	1	incongruent	cond001
246.0	2.0	congruent_correct	0.431	correct	1	1	congruent	cond001
260.0	2.0	incongruent_correct	0.57	correct	1	1	congruent	cond003
274.0	2.0	incongruent_correct	0.532	correct	2	1	incongruent	cond003
