onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.496	correct	1	1	congruent	cond001
10.0	2.0	congruent_correct	0.523	correct	1	1	congruent	cond001
20.0	2.0	congruent_correct	0.423	correct	1	1	congruent	cond001
32.0	2.0	congruent_correct	0.482	correct	1	1	congruent	cond001
44.0	2.0	incongruent_correct	0.589	correct	2	1	incongruent	cond003
54.0	2.0	incongruent_correct	0.528	correct	2	1	incongruent	cond003
64.0	2.0	incongruent_correct	0.572	correct	2	1	incongruent	cond003
76.0	2.0	incongruent_correct	0.518	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	0.577	correct	2	1	incongruent	cond003
102.0	2.0	congruent_correct	0.379	correct	1	1	congruent	cond001
116.0	2.0	incongruent_correct	0.693	correct	2	1	incongruent	cond003
130.0	2.0	incongruent_correct	0.583	correct	2	1	incongruent	cond003
140.0	2.0	congruent_correct	0.532	correct	1	1	congruent	cond001
154.0	2.0	congruent_correct	0.437	correct	1	1	congruent	cond001
164.0	2.0	incongruent_correct	0.658	correct	2	1	incongruent	cond003
174.0	2.0	congruent_correct	0.49	correct	1	1	congruent	cond001
184.0	2.0	congruent_correct	0.44	correct	1	1	congruent	cond001
196.0	2.0	congruent_correct	0.427	correct	1	1	congruent	cond001
208.0	2.0	incongruent_correct	0.574	correct	2	1	incongruent	cond003
220.0	2.0	incongruent_correct	0.512	correct	2	1	incongruent	cond003
232.0	2.0	incongruent_correct	0.563	correct	2	1	incongruent	cond003
246.0	2.0	congruent_correct	0.509	correct	1	1	congruent	cond001
260.0	2.0	congruent_correct	0.391	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.529	correct	2	1	incongruent	cond003
