onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	1.095	correct	2	1	incongruent	cond003
10.0	2.0	incongruent_correct	0.988	correct	2	1	incongruent	cond003
20.0	2.0	congruent_correct	0.591	correct	1	1	congruent	cond001
30.0	2.0	congruent_correct	0.499	correct	1	1	congruent	cond001
40.0	2.0	incongruent_correct	0.719	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.544	correct	1	1	congruent	cond001
64.0	2.0	congruent_correct	0.436	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	0.47	correct	2	1	incongruent	cond003
88.0	2.0	congruent_correct	0.409	correct	1	1	congruent	cond001
102.0	2.0	incongruent_correct	0.563	correct	2	1	incongruent	cond003
116.0	2.0	congruent_correct	0.493	correct	1	1	congruent	cond001
130.0	2.0	congruent_correct	0.398	correct	1	1	congruent	cond001
140.0	2.0	congruent_correct	0.466	correct	1	1	congruent	cond001
150.0	2.0	incongruent_correct	0.518	correct	2	1	incongruent	cond003
164.0	2.0	incongruent_correct	0.56	correct	2	1	incongruent	cond003
174.0	2.0	incongruent_correct	0.533	correct	2	1	incongruent	cond003
184.0	2.0	congruent_correct	0.439	correct	1	1	congruent	cond001
196.0	2.0	congruent_correct	0.458	correct	1	1	congruent	cond001
208.0	2.0	incongruent_correct	0.734	correct	2	1	incongruent	cond003
220.0	2.0	incongruent_correct	0.479	correct	2	1	incongruent	cond003
232.0	2.0	incongruent_correct	0.538	correct	2	1	incongruent	cond003
246.0	2.0	congruent_correct	0.54	correct	1	1	congruent	cond001
260.0	2.0	incongruent_correct	0.622	correct	2	1	incongruent	cond003
274.0	2.0	congruent_correct	0.488	correct	1	1	congruent	cond001
