onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.56	correct	2	1	incongruent	cond003
10.0	2.0	congruent_correct	0.356	correct	2	1	incongruent	cond001
20.0	2.0	congruent_correct	0.416	correct	1	1	congruent	cond001
30.0	2.0	congruent_correct	0.363	correct	1	1	congruent	cond001
42.0	2.0	congruent_correct	0.406	correct	2	1	incongruent	cond001
54.0	2.0	incongruent_correct	0.537	correct	1	1	congruent	cond003
64.0	2.0	incongruent_correct	0.484	correct	1	1	congruent	cond003
76.0	2.0	incongruent_correct	0.479	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	0.49	correct	1	1	congruent	cond003
102.0	2.0	congruent_correct	0.42	correct	2	1	incongruent	cond001
116.0	2.0	congruent_correct	0.374	correct	1	1	congruent	cond001
130.0	2.0	incongruent_correct	0.483	correct	1	1	congruent	cond003
144.0	2.0	incongruent_correct	0.521	correct	1	1	congruent	cond003
154.0	2.0	incongruent_correct	0.471	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.448	correct	2	1	incongruent	cond001
174.0	2.0	congruent_correct	0.38	correct	2	1	incongruent	cond001
184.0	2.0	incongruent_incorrect	0.392	incorrect	1	0	congruent	cond004
196.0	2.0	incongruent_correct	0.604	correct	1	1	congruent	cond003
208.0	2.0	congruent_correct	0.53	correct	2	1	incongruent	cond001
220.0	2.0	congruent_correct	0.466	correct	2	1	incongruent	cond001
232.0	2.0	congruent_correct	0.427	correct	2	1	incongruent	cond001
246.0	2.0	incongruent_correct	1.022	correct	1	1	congruent	cond003
260.0	2.0	congruent_correct	0.455	correct	2	1	incongruent	cond001
274.0	2.0	incongruent_correct	0.616	correct	1	1	congruent	cond003
