onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.687	correct	2	1	incongruent	cond003
10.0	2.0	congruent_correct	0.611	correct	1	1	congruent	cond001
20.0	2.0	congruent_correct	0.502	correct	1	1	congruent	cond001
30.0	2.0	congruent_correct	0.425	correct	1	1	congruent	cond001
42.0	2.0	incongruent_correct	0.564	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.416	correct	1	1	congruent	cond001
64.0	2.0	incongruent_correct	0.491	correct	2	1	incongruent	cond003
76.0	2.0	incongruent_correct	0.502	correct	2	1	incongruent	cond003
88.0	2.0	congruent_correct	0.448	correct	1	1	congruent	cond001
102.0	2.0	incongruent_correct	0.394	correct	2	1	incongruent	cond003
116.0	2.0	congruent_correct	0.397	correct	1	1	congruent	cond001
130.0	2.0	incongruent_correct	0.503	correct	2	1	incongruent	cond003
144.0	2.0	incongruent_correct	0.448	correct	2	1	incongruent	cond003
154.0	2.0	incongruent_correct	0.444	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.432	correct	1	1	congruent	cond001
174.0	2.0	congruent_correct	0.386	correct	1	1	congruent	cond001
184.0	2.0	incongruent_correct	0.492	correct	2	1	incongruent	cond003
196.0	2.0	congruent_correct	0.378	correct	1	1	congruent	cond001
208.0	2.0	incongruent_correct	0.484	correct	2	1	incongruent	cond003
220.0	2.0	congruent_correct	0.375	correct	1	1	congruent	cond001
232.0	2.0	congruent_correct	0.402	correct	1	1	congruent	cond001
246.0	2.0	incongruent_correct	0.5	correct	2	1	incongruent	cond003
260.0	2.0	congruent_correct	0.43	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.479	correct	2	1	incongruent	cond003
