onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	1.137	correct	1	1	congruent	cond003
10.0	2.0	congruent_correct	0.747	correct	2	1	incongruent	cond001
20.0	2.0	incongruent_correct	1.344	correct	2	1	incongruent	cond003
30.0	2.0	congruent_correct	0.987	correct	2	1	incongruent	cond001
40.0	2.0	incongruent_correct	0.904	correct	1	1	congruent	cond003
52.0	2.0	congruent_correct	0.707	correct	1	1	congruent	cond001
64.0	2.0	congruent_correct	0.798	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	1.209	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	1.018	correct	2	1	incongruent	cond003
102.0	2.0	incongruent_correct	0.742	correct	1	1	congruent	cond003
116.0	2.0	congruent_correct	0.918	correct	2	1	incongruent	cond001
130.0	2.0	congruent_correct	0.664	correct	2	1	incongruent	cond001
144.0	2.0	congruent_correct	1.211	correct	2	1	incongruent	cond001
154.0	2.0	incongruent_correct	0.701	correct	1	1	congruent	cond003
164.0	2.0	incongruent_correct	0.858	correct	1	1	congruent	cond003
174.0	2.0	congruent_correct	0.702	correct	1	1	congruent	cond001
184.0	2.0	congruent_correct	0.705	correct	1	1	congruent	cond001
196.0	2.0	congruent_correct	0.701	correct	2	1	incongruent	cond001
208.0	2.0	incongruent_correct	0.903	correct	2	1	incongruent	cond003
220.0	2.0	congruent_correct	0.912	correct	1	1	congruent	cond001
234.0	2.0	incongruent_correct	0.851	correct	2	1	incongruent	cond003
246.0	2.0	incongruent_correct	0.869	correct	1	1	congruent	cond003
260.0	2.0	congruent_correct	0.671	correct	2	1	incongruent	cond001
274.0	2.0	incongruent_correct	1.33	correct	1	1	congruent	cond003
