onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.763	correct	1	1	congruent	cond003
10.0	2.0	incongruent_correct	0.613	correct	2	1	incongruent	cond003
20.0	2.0	incongruent_correct	0.737	correct	1	1	congruent	cond003
32.0	2.0	incongruent_correct	0.869	correct	2	1	incongruent	cond003
44.0	2.0	congruent_correct	0.647	correct	2	1	incongruent	cond001
54.0	2.0	congruent_correct	0.595	correct	1	1	congruent	cond001
64.0	2.0	congruent_correct	0.509	correct	1	1	congruent	cond001
76.0	2.0	congruent_correct	0.545	correct	2	1	incongruent	cond001
88.0	2.0	congruent_correct	0.533	correct	2	1	incongruent	cond001
102.0	2.0	congruent_correct	0.495	correct	2	1	incongruent	cond001
116.0	2.0	incongruent_correct	0.728	correct	2	1	incongruent	cond003
130.0	2.0	congruent_correct	0.633	correct	1	1	congruent	cond001
140.0	2.0	incongruent_correct	0.854	correct	2	1	incongruent	cond003
154.0	2.0	incongruent_correct	0.824	correct	1	1	congruent	cond003
164.0	2.0	incongruent_correct	0.643	correct	1	1	congruent	cond003
174.0	2.0	congruent_correct	0.671	correct	1	1	congruent	cond001
184.0	2.0	incongruent_correct	0.826	correct	2	1	incongruent	cond003
196.0	2.0	incongruent_correct	0.918	correct	2	1	incongruent	cond003
208.0	2.0	congruent_correct	0.48	correct	2	1	incongruent	cond001
220.0	2.0	congruent_correct	0.547	correct	1	1	congruent	cond001
232.0	2.0	incongruent_correct	0.662	correct	1	1	congruent	cond003
246.0	2.0	congruent_correct	0.495	correct	1	1	congruent	cond001
260.0	2.0	incongruent_correct	0.754	correct	1	1	congruent	cond003
274.0	2.0	congruent_correct	0.508	correct	2	1	incongruent	cond001
