onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.51	correct	1	1	congruent	cond001
10.0	2.0	incongruent_correct	0.864	correct	2	1	incongruent	cond003
20.0	2.0	congruent_correct	0.54	correct	1	1	congruent	cond001
30.0	2.0	incongruent_correct	0.863	correct	2	1	incongruent	cond003
40.0	2.0	incongruent_correct	0.746	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.501	correct	1	1	congruent	cond001
64.0	2.0	congruent_correct	0.576	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	0.548	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	0.735	correct	2	1	incongruent	cond003
102.0	2.0	incongruent_correct	0.6	correct	2	1	incongruent	cond003
116.0	2.0	incongruent_correct	0.674	correct	2	1	incongruent	cond003
126.0	2.0	congruent_correct	0.509	correct	1	1	congruent	cond001
140.0	2.0	incongruent_correct	0.792	correct	2	1	incongruent	cond003
150.0	2.0	congruent_correct	0.723	correct	1	1	congruent	cond001
164.0	2.0	congruent_correct	0.468	correct	1	1	congruent	cond001
174.0	2.0	congruent_correct	0.521	correct	1	1	congruent	cond001
184.0	2.0	incongruent_correct	0.684	correct	2	1	incongruent	cond003
196.0	2.0	incongruent_correct	0.615	correct	2	1	incongruent	cond003
208.0	2.0	incongruent_correct	0.593	correct	2	1	incongruent	cond003
222.0	2.0	congruent_correct	0.597	correct	1	1	congruent	cond001
234.0	2.0	congruent_correct	0.638	correct	1	1	congruent	cond001
246.0	2.0	congruent_correct	0.562	correct	1	1	congruent	cond001
260.0	2.0	congruent_correct	0.676	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.934	correct	2	1	incongruent	cond003
