onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.703	correct	1	1	congruent	cond003
10.0	2.0	incongruent_correct	0.554	correct	2	1	incongruent	cond003
20.0	2.0	congruent_correct	0.655	correct	1	1	congruent	cond001
30.0	2.0	congruent_correct	0.546	correct	2	1	incongruent	cond001
40.0	2.0	incongruent_correct	0.661	correct	1	1	congruent	cond003
52.0	2.0	congruent_correct	0.497	correct	2	1	incongruent	cond001
64.0	2.0	congruent_correct	0.475	correct	2	1	incongruent	cond001
76.0	2.0	incongruent_correct	0.542	correct	1	1	congruent	cond003
88.0	2.0	incongruent_correct	0.583	correct	1	1	congruent	cond003
102.0	2.0	incongruent_correct	0.65	correct	1	1	congruent	cond003
116.0	2.0	congruent_correct	0.42	correct	2	1	incongruent	cond001
130.0	2.0	incongruent_correct	0.599	correct	2	1	incongruent	cond003
140.0	2.0	congruent_correct	0.498	correct	2	1	incongruent	cond001
154.0	2.0	congruent_correct	0.396	correct	1	1	congruent	cond001
164.0	2.0	incongruent_correct	0.56	correct	1	1	congruent	cond003
174.0	2.0	congruent_correct	0.475	correct	2	1	incongruent	cond001
184.0	2.0	incongruent_correct	0.638	correct	2	1	incongruent	cond003
196.0	2.0	congruent_correct	0.457	correct	2	1	incongruent	cond001
208.0	2.0	incongruent_correct	0.556	correct	1	1	congruent	cond003
220.0	2.0	incongruent_correct	0.575	correct	1	1	congruent	cond003
234.0	2.0	incongruent_correct	0.544	correct	1	1	congruent	cond003
248.0	2.0	congruent_correct	0.476	correct	2	1	incongruent	cond001
260.0	2.0	congruent_correct	0.534	correct	2	1	incongruent	cond001
274.0	2.0	congruent_correct	0.448	correct	1	1	congruent	cond001
