onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.966	correct	1	1	congruent	cond001
10.0	2.0	incongruent_correct	0.914	correct	2	1	incongruent	cond003
20.0	2.0	congruent_correct	0.797	correct	1	1	congruent	cond001
30.0	2.0	incongruent_correct	0.873	correct	2	1	incongruent	cond003
40.0	2.0	congruent_correct	0.636	correct	1	1	congruent	cond001
52.0	2.0	incongruent_correct	0.552	correct	2	1	incongruent	cond003
64.0	2.0	incongruent_correct	0.69	correct	2	1	incongruent	cond003
76.0	2.0	congruent_correct	0.542	correct	1	1	congruent	cond001
88.0	2.0	congruent_correct	0.52	correct	1	1	congruent	cond001
102.0	2.0	congruent_correct	0.41	correct	1	1	congruent	cond001
116.0	2.0	incongruent_correct	0.562	correct	2	1	incongruent	cond003
130.0	2.0	incongruent_correct	0.605	correct	2	1	incongruent	cond003
144.0	2.0	incongruent_correct	0.592	correct	2	1	incongruent	cond003
154.0	2.0	congruent_correct	0.578	correct	1	1	congruent	cond001
164.0	2.0	congruent_correct	0.55	correct	1	1	congruent	cond001
174.0	2.0	incongruent_correct	0.546	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	0.542	correct	2	1	incongruent	cond003
196.0	2.0	incongruent_incorrect	0.424	incorrect	2	0	incongruent	cond004
208.0	2.0	congruent_correct	0.499	correct	1	1	congruent	cond001
220.0	2.0	congruent_correct	0.631	correct	1	1	congruent	cond001
232.0	2.0	congruent_correct	0.473	correct	1	1	congruent	cond001
246.0	2.0	incongruent_correct	0.571	correct	2	1	incongruent	cond003
260.0	2.0	incongruent_correct	0.581	correct	2	1	incongruent	cond003
274.0	2.0	congruent_correct	0.407	correct	1	1	congruent	cond001
