onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.728	correct	1	1	congruent	cond003
10.0	2.0	incongruent_correct	0.683	correct	2	1	incongruent	cond003
20.0	2.0	congruent_correct	0.535	correct	2	1	incongruent	cond001
30.0	2.0	congruent_correct	0.506	correct	2	1	incongruent	cond001
40.0	2.0	incongruent_correct	0.631	correct	1	1	congruent	cond003
52.0	2.0	incongruent_correct	0.562	correct	1	1	congruent	cond003
64.0	2.0	congruent_correct	0.54	correct	1	1	congruent	cond001
76.0	2.0	congruent_correct	0.488	correct	2	1	incongruent	cond001
88.0	2.0	congruent_correct	0.459	correct	2	1	incongruent	cond001
102.0	2.0	congruent_correct	0.46	correct	1	1	congruent	cond001
116.0	2.0	congruent_correct	0.51	correct	2	1	incongruent	cond001
126.0	2.0	congruent_correct	0.553	correct	1	1	congruent	cond001
136.0	2.0	incongruent_correct	0.749	correct	2	1	incongruent	cond003
150.0	2.0	incongruent_correct	0.679	correct	1	1	congruent	cond003
164.0	2.0	incongruent_correct	0.584	correct	2	1	incongruent	cond003
174.0	2.0	incongruent_correct	0.637	correct	1	1	congruent	cond003
184.0	2.0	incongruent_correct	0.579	correct	2	1	incongruent	cond003
196.0	2.0	congruent_correct	0.516	correct	2	1	incongruent	cond001
208.0	2.0	incongruent_correct	0.607	correct	1	1	congruent	cond003
220.0	2.0	congruent_correct	0.44	correct	1	1	congruent	cond001
232.0	2.0	congruent_correct	0.499	correct	2	1	incongruent	cond001
246.0	2.0	congruent_correct	0.429	correct	1	1	congruent	cond001
260.0	2.0	incongruent_correct	0.681	correct	2	1	incongruent	cond003
274.0	2.0	incongruent_correct	0.593	correct	1	1	congruent	cond003
