onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.96	correct	1	1	congruent	cond001
10.0	2.0	congruent_correct	0.7	correct	1	1	congruent	cond001
20.0	2.0	congruent_correct	0.615	correct	1	1	congruent	cond001
32.0	2.0	incongruent_correct	0.858	correct	2	1	incongruent	cond003
42.0	2.0	incongruent_correct	0.773	correct	2	1	incongruent	cond003
52.0	2.0	incongruent_correct	0.802	correct	2	1	incongruent	cond003
64.0	2.0	incongruent_correct	0.748	correct	2	1	incongruent	cond003
76.0	2.0	congruent_correct	0.551	correct	1	1	congruent	cond001
88.0	2.0	congruent_correct	0.485	correct	1	1	congruent	cond001
102.0	2.0	incongruent_correct	0.644	correct	2	1	incongruent	cond003
116.0	2.0	congruent_correct	0.614	correct	1	1	congruent	cond001
130.0	2.0	congruent_correct	0.584	correct	1	1	congruent	cond001
140.0	2.0	incongruent_correct	0.834	correct	2	1	incongruent	cond003
154.0	2.0	congruent_correct	0.51	correct	1	1	congruent	cond001
164.0	2.0	incongruent_correct	0.721	correct	2	1	incongruent	cond003
174.0	2.0	incongruent_correct	0.812	correct	2	1	incongruent	cond003
184.0	2.0	congruent_correct	0.616	correct	1	1	congruent	cond001
196.0	2.0	incongruent_correct	0.659	correct	2	1	incongruent	cond003
208.0	2.0	congruent_correct	0.582	correct	1	1	congruent	cond001
220.0	2.0	congruent_correct	0.569	correct	1	1	congruent	cond001
234.0	2.0	incongruent_correct	0.714	correct	2	1	incongruent	cond003
246.0	2.0	congruent_correct	0.581	correct	1	1	congruent	cond001
260.0	2.0	incongruent_correct	0.743	correct	2	1	incongruent	cond003
274.0	2.0	incongruent_correct	0.722	correct	2	1	incongruent	cond003
