onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.702	correct	1	1	congruent	cond003
10.0	2.0	congruent_correct	0.563	correct	1	1	congruent	cond001
20.0	2.0	incongruent_correct	0.703	correct	1	1	congruent	cond003
30.0	2.0	congruent_correct	0.546	correct	2	1	incongruent	cond001
40.0	2.0	incongruent_correct	0.615	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.545	correct	2	1	incongruent	cond001
64.0	2.0	incongruent_correct	0.699	correct	2	1	incongruent	cond003
76.0	2.0	congruent_correct	0.479	correct	1	1	congruent	cond001
88.0	2.0	incongruent_correct	0.665	correct	1	1	congruent	cond003
102.0	2.0	congruent_correct	0.547	correct	2	1	incongruent	cond001
116.0	2.0	congruent_correct	0.444	correct	1	1	congruent	cond001
130.0	2.0	incongruent_correct	0.712	correct	1	1	congruent	cond003
144.0	2.0	incongruent_correct	0.624	correct	2	1	incongruent	cond003
154.0	2.0	congruent_correct	0.613	correct	1	1	congruent	cond001
164.0	2.0	congruent_correct	0.528	correct	2	1	incongruent	cond001
174.0	2.0	incongruent_correct	0.684	correct	2	1	incongruent	cond003
184.0	2.0	congruent_correct	0.647	correct	1	1	congruent	cond001
196.0	2.0	incongruent_correct	0.595	correct	2	1	incongruent	cond003
208.0	2.0	congruent_correct	0.469	correct	1	1	congruent	cond001
220.0	2.0	congruent_correct	0.559	correct	1	1	congruent	cond001
234.0	2.0	incongruent_incorrect	0.738	incorrect	2	0	incongruent	cond004
246.0	2.0	incongruent_correct	0.78	correct	1	1	congruent	cond003
260.0	2.0	congruent_correct	0.551	correct	2	1	incongruent	cond001
274.0	2.0	incongruent_correct	0.632	correct	2	1	incongruent	cond003
