onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.609	correct	1	1	congruent	cond001
10.0	2.0	congruent_correct	0.565	correct	1	1	congruent	cond001
20.0	2.0	incongruent_correct	1.09	correct	2	1	incongruent	cond003
30.0	2.0	incongruent_correct	1.244	correct	1	1	congruent	cond003
40.0	2.0	incongruent_correct	0.968	correct	2	1	incongruent	cond003
52.0	2.0	incongruent_correct	0.875	correct	2	1	incongruent	cond003
64.0	2.0	congruent_correct	0.669	correct	2	1	incongruent	cond001
76.0	2.0	congruent_correct	0.432	correct	1	1	congruent	cond001
88.0	2.0	congruent_correct	0.539	correct	2	1	incongruent	cond001
102.0	2.0	congruent_correct	0.596	correct	2	1	incongruent	cond001
116.0	2.0	congruent_correct	0.59	correct	1	1	congruent	cond001
126.0	2.0	incongruent_correct	0.89	correct	1	1	congruent	cond003
140.0	2.0	incongruent_correct	2.068	correct	2	1	incongruent	cond003
154.0	2.0	incongruent_correct	0.973	correct	1	1	congruent	cond003
164.0	2.0	congruent_correct	0.667	correct	1	1	congruent	cond001
174.0	2.0	incongruent_correct	0.822	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	1.064	correct	1	1	congruent	cond003
196.0	2.0	congruent_correct	0.564	correct	2	1	incongruent	cond001
208.0	2.0	congruent_correct	0.567	correct	2	1	incongruent	cond001
220.0	2.0	congruent_correct	0.577	correct	2	1	incongruent	cond001
234.0	2.0	incongruent_correct	1.339	correct	2	1	incongruent	cond003
246.0	2.0	incongruent_correct	1.158	correct	1	1	congruent	cond003
260.0	2.0	incongruent_correct	0.864	correct	1	1	congruent	cond003
274.0	2.0	congruent_correct	0.554	correct	1	1	congruent	cond001
