onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.699	correct	2	1	incongruent	cond003
10.0	2.0	congruent_correct	0.423	correct	1	1	congruent	cond001
20.0	2.0	incongruent_incorrect	0.427	incorrect	1	0	congruent	cond004
30.0	2.0	congruent_correct	0.479	correct	2	1	incongruent	cond001
40.0	2.0	incongruent_correct	0.609	correct	1	1	congruent	cond003
52.0	2.0	congruent_correct	0.525	correct	2	1	incongruent	cond001
64.0	2.0	congruent_correct	0.423	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	0.49	correct	2	1	incongruent	cond003
88.0	2.0	congruent_incorrect	0.924	incorrect	2	0	incongruent	cond002
102.0	2.0	congruent_correct	0.479	correct	1	1	congruent	cond001
116.0	2.0	incongruent_correct	0.72	correct	2	1	incongruent	cond003
130.0	2.0	incongruent_correct	0.538	correct	1	1	congruent	cond003
144.0	2.0	congruent_correct	0.668	correct	2	1	incongruent	cond001
154.0	2.0	incongruent_correct	0.623	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.475	correct	1	1	congruent	cond001
174.0	2.0	incongruent_correct	0.462	correct	1	1	congruent	cond003
184.0	2.0	congruent_correct	0.379	correct	1	1	congruent	cond001
196.0	2.0	incongruent_correct	0.541	correct	1	1	congruent	cond003
208.0	2.0	congruent_correct	0.6	correct	1	1	congruent	cond001
220.0	2.0	congruent_correct	0.411	correct	2	1	incongruent	cond001
234.0	2.0	congruent_correct	0.436	correct	2	1	incongruent	cond001
248.0	2.0	incongruent_correct	0.543	correct	2	1	incongruent	cond003
260.0	2.0	incongruent_incorrect	0.418	incorrect	2	0	incongruent	cond004
274.0	2.0	incongruent_correct	0.524	correct	1	1	congruent	cond003
