onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.794	correct	2	1	incongruent	cond003
10.0	2.0	congruent_correct	0.684	correct	1	1	congruent	cond001
20.0	2.0	congruent_correct	0.633	correct	1	1	congruent	cond001
30.0	2.0	congruent_correct	0.661	correct	1	1	congruent	cond001
42.0	2.0	incongruent_correct	1.271	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.699	correct	1	1	congruent	cond001
64.0	2.0	incongruent_correct	1.029	correct	2	1	incongruent	cond003
76.0	2.0	incongruent_correct	1.072	correct	2	1	incongruent	cond003
88.0	2.0	congruent_correct	0.93	correct	1	1	congruent	cond001
102.0	2.0	congruent_correct	0.686	correct	1	1	congruent	cond001
116.0	2.0	incongruent_correct	1.055	correct	2	1	incongruent	cond003
130.0	2.0	congruent_correct	0.592	correct	1	1	congruent	cond001
140.0	2.0	incongruent_correct	1.035	correct	2	1	incongruent	cond003
154.0	2.0	incongruent_correct	0.831	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.657	correct	1	1	congruent	cond001
174.0	2.0	incongruent_correct	0.733	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	0.665	correct	2	1	incongruent	cond003
196.0	2.0	incongruent_correct	0.804	correct	2	1	incongruent	cond003
208.0	2.0	incongruent_correct	0.655	correct	2	1	incongruent	cond003
222.0	2.0	congruent_correct	0.608	correct	1	1	congruent	cond001
234.0	2.0	congruent_correct	0.515	correct	1	1	congruent	cond001
246.0	2.0	congruent_correct	0.567	correct	1	1	congruent	cond001
260.0	2.0	congruent_correct	0.576	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.803	correct	2	1	incongruent	cond003
