onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.767	correct	2	1	incongruent	cond003
10.0	2.0	congruent_correct	0.58	correct	1	1	congruent	cond001
20.0	2.0	incongruent_correct	0.695	correct	2	1	incongruent	cond003
30.0	2.0	incongruent_correct	0.785	correct	1	1	congruent	cond003
42.0	2.0	congruent_correct	0.797	correct	2	1	incongruent	cond001
52.0	2.0	congruent_correct	0.615	correct	1	1	congruent	cond001
64.0	2.0	incongruent_correct	0.947	correct	2	1	incongruent	cond003
76.0	2.0	congruent_correct	0.654	correct	1	1	congruent	cond001
88.0	2.0	incongruent_correct	0.746	correct	2	1	incongruent	cond003
102.0	2.0	incongruent_correct	0.883	correct	2	1	incongruent	cond003
116.0	2.0	congruent_correct	0.557	correct	1	1	congruent	cond001
130.0	2.0	congruent_correct	0.687	correct	1	1	congruent	cond001
144.0	2.0	incongruent_correct	0.792	correct	1	1	congruent	cond003
154.0	2.0	congruent_correct	0.821	correct	1	1	congruent	cond001
164.0	2.0	congruent_correct	0.768	correct	2	1	incongruent	cond001
174.0	2.0	incongruent_correct	0.732	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	0.648	correct	2	1	incongruent	cond003
196.0	2.0	congruent_correct	0.707	correct	2	1	incongruent	cond001
208.0	2.0	incongruent_correct	0.677	correct	1	1	congruent	cond003
220.0	2.0	incongruent_correct	1.343	correct	1	1	congruent	cond003
234.0	2.0	congruent_correct	0.578	correct	2	1	incongruent	cond001
246.0	2.0	congruent_correct	0.55	correct	1	1	congruent	cond001
260.0	2.0	incongruent_correct	0.903	correct	2	1	incongruent	cond003
274.0	2.0	congruent_correct	0.537	correct	1	1	congruent	cond001
