onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.671	correct	2	1	incongruent	cond003
10.0	2.0	incongruent_correct	0.723	correct	2	1	incongruent	cond003
20.0	2.0	incongruent_correct	0.473	correct	2	1	incongruent	cond003
32.0	2.0	congruent_correct	0.409	correct	1	1	congruent	cond001
42.0	2.0	congruent_correct	0.373	correct	1	1	congruent	cond001
52.0	2.0	congruent_correct	0.481	correct	1	1	congruent	cond001
64.0	2.0	congruent_correct	0.381	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	0.624	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	0.481	correct	2	1	incongruent	cond003
102.0	2.0	congruent_correct	0.412	correct	1	1	congruent	cond001
116.0	2.0	congruent_correct	0.356	correct	1	1	congruent	cond001
130.0	2.0	incongruent_correct	0.471	correct	2	1	incongruent	cond003
144.0	2.0	congruent_correct	0.378	correct	1	1	congruent	cond001
154.0	2.0	incongruent_correct	0.469	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.377	correct	1	1	congruent	cond001
174.0	2.0	incongruent_correct	0.652	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	0.472	correct	2	1	incongruent	cond003
196.0	2.0	incongruent_correct	0.563	correct	2	1	incongruent	cond003
208.0	2.0	congruent_correct	0.423	correct	1	1	congruent	cond001
220.0	2.0	congruent_correct	0.376	correct	1	1	congruent	cond001
232.0	2.0	congruent_correct	0.34	correct	1	1	congruent	cond001
246.0	2.0	incongruent_correct	0.453	correct	2	1	incongruent	cond003
260.0	2.0	congruent_correct	0.375	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.441	correct	2	1	incongruent	cond003
