onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	1.398	correct	1	1	congruent	cond001
10.0	2.0	congruent_correct	0.77	correct	1	1	congruent	cond001
20.0	2.0	incongruent_correct	1.526	correct	2	1	incongruent	cond003
30.0	2.0	congruent_correct	0.635	correct	1	1	congruent	cond001
42.0	2.0	incongruent_correct	1.236	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.696	correct	1	1	congruent	cond001
64.0	2.0	incongruent_correct	1.258	correct	2	1	incongruent	cond003
76.0	2.0	incongruent_correct	1.037	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	0.894	correct	2	1	incongruent	cond003
102.0	2.0	congruent_correct	0.747	correct	1	1	congruent	cond001
116.0	2.0	congruent_correct	0.651	correct	1	1	congruent	cond001
130.0	2.0	incongruent_correct	1.094	correct	2	1	incongruent	cond003
144.0	2.0	congruent_correct	0.728	correct	1	1	congruent	cond001
154.0	2.0	incongruent_correct	1.116	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.927	correct	1	1	congruent	cond001
174.0	2.0	incongruent_correct	0.891	correct	2	1	incongruent	cond003
184.0	2.0	congruent_correct	0.774	correct	1	1	congruent	cond001
196.0	2.0	congruent_correct	0.896	correct	1	1	congruent	cond001
208.0	2.0	incongruent_correct	0.9	correct	2	1	incongruent	cond003
220.0	2.0	congruent_correct	0.935	correct	1	1	congruent	cond001
234.0	2.0	congruent_correct	0.769	correct	1	1	congruent	cond001
248.0	2.0	incongruent_correct	0.914	correct	2	1	incongruent	cond003
260.0	2.0	incongruent_correct	0.933	correct	2	1	incongruent	cond003
274.0	2.0	incongruent_correct	0.727	correct	2	1	incongruent	cond003
