onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.772	correct	1	1	congruent	cond001
10.0	2.0	incongruent_correct	0.95	correct	2	1	incongruent	cond003
20.0	2.0	incongruent_correct	0.618	correct	1	1	congruent	cond003
30.0	2.0	incongruent_correct	0.655	correct	2	1	incongruent	cond003
42.0	2.0	congruent_correct	0.537	correct	1	1	congruent	cond001
52.0	2.0	congruent_correct	0.524	correct	1	1	congruent	cond001
64.0	2.0	incongruent_correct	0.624	correct	2	1	incongruent	cond003
76.0	2.0	congruent_correct	0.578	correct	2	1	incongruent	cond001
88.0	2.0	congruent_correct	0.636	correct	2	1	incongruent	cond001
102.0	2.0	congruent_correct	0.584	correct	1	1	congruent	cond001
116.0	2.0	congruent_correct	0.624	correct	2	1	incongruent	cond001
126.0	2.0	congruent_correct	0.685	correct	1	1	congruent	cond001
136.0	2.0	incongruent_correct	1.129	correct	1	1	congruent	cond003
150.0	2.0	incongruent_correct	0.595	correct	2	1	incongruent	cond003
164.0	2.0	incongruent_correct	0.845	correct	1	1	congruent	cond003
174.0	2.0	incongruent_correct	0.704	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	0.868	correct	2	1	incongruent	cond003
196.0	2.0	congruent_correct	0.51	correct	2	1	incongruent	cond001
208.0	2.0	congruent_correct	0.568	correct	1	1	congruent	cond001
220.0	2.0	congruent_correct	0.755	correct	1	1	congruent	cond001
234.0	2.0	incongruent_correct	0.662	correct	2	1	incongruent	cond003
246.0	2.0	incongruent_correct	0.801	correct	2	1	incongruent	cond003
260.0	2.0	congruent_correct	0.571	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.885	correct	1	1	congruent	cond003
