onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.672	correct	2	1	incongruent	cond001
10.0	2.0	incongruent_correct	0.621	correct	1	1	congruent	cond003
20.0	2.0	incongruent_correct	0.55	correct	1	1	congruent	cond003
30.0	2.0	incongruent_correct	0.532	correct	1	1	congruent	cond003
42.0	2.0	congruent_correct	0.486	correct	2	1	incongruent	cond001
52.0	2.0	incongruent_correct	0.537	correct	2	1	incongruent	cond003
64.0	2.0	congruent_correct	0.54	correct	2	1	incongruent	cond001
76.0	2.0	congruent_correct	0.607	correct	1	1	congruent	cond001
88.0	2.0	congruent_correct	0.602	correct	2	1	incongruent	cond001
102.0	2.0	incongruent_correct	0.573	correct	1	1	congruent	cond003
116.0	2.0	congruent_correct	0.717	correct	1	1	congruent	cond001
130.0	2.0	congruent_correct	0.607	correct	1	1	congruent	cond001
140.0	2.0	incongruent_correct	0.724	correct	1	1	congruent	cond003
154.0	2.0	incongruent_correct	0.581	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.561	correct	2	1	incongruent	cond001
174.0	2.0	incongruent_correct	0.652	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	0.624	correct	2	1	incongruent	cond003
196.0	2.0	incongruent_correct	0.587	correct	1	1	congruent	cond003
208.0	2.0	congruent_correct	0.541	correct	1	1	congruent	cond001
220.0	2.0	congruent_correct	0.599	correct	2	1	incongruent	cond001
232.0	2.0	incongruent_correct	0.715	correct	2	1	incongruent	cond003
246.0	2.0	congruent_correct	0.478	correct	1	1	congruent	cond001
260.0	2.0	congruent_correct	0.678	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.617	correct	2	1	incongruent	cond003
