onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	congruent_correct	0.856	correct	1	1	congruent	cond001
10.0	2.0	incongruent_correct	0.644	correct	2	1	incongruent	cond003
20.0	2.0	congruent_correct	0.543	correct	1	1	congruent	cond001
30.0	2.0	incongruent_correct	0.554	correct	2	1	incongruent	cond003
40.0	2.0	incongruent_correct	0.599	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.442	correct	1	1	congruent	cond001
64.0	2.0	congruent_correct	0.428	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	0.51	correct	2	1	incongruent	cond003
88.0	2.0	congruent_correct	0.458	correct	1	1	congruent	cond001
102.0	2.0	congruent_correct	0.435	correct	1	1	congruent	cond001
116.0	2.0	congruent_correct	0.453	correct	1	1	congruent	cond001
126.0	2.0	incongruent_correct	0.561	correct	2	1	incongruent	cond003
140.0	2.0	incongruent_correct	0.571	correct	2	1	incongruent	cond003
154.0	2.0	incongruent_correct	0.58	correct	2	1	incongruent	cond003
164.0	2.0	incongruent_correct	0.513	correct	2	1	incongruent	cond003
174.0	2.0	congruent_correct	0.46	correct	1	1	congruent	cond001
184.0	2.0	incongruent_correct	0.616	correct	2	1	incongruent	cond003
196.0	2.0	incongruent_correct	0.514	correct	2	1	incongruent	cond003
208.0	2.0	incongruent_correct	0.548	correct	2	1	incongruent	cond003
222.0	2.0	congruent_correct	0.439	correct	1	1	congruent	cond001
234.0	2.0	incongruent_correct	0.585	correct	2	1	incongruent	cond003
248.0	2.0	congruent_correct	0.451	correct	1	1	congruent	cond001
260.0	2.0	congruent_correct	0.48	correct	1	1	congruent	cond001
274.0	2.0	congruent_correct	0.472	correct	1	1	congruent	cond001
