onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.759	correct	2	1	incongruent	cond003
10.0	2.0	congruent_correct	0.507	correct	1	1	congruent	cond001
20.0	2.0	incongruent_correct	0.686	correct	2	1	incongruent	cond003
30.0	2.0	congruent_correct	0.578	correct	1	1	congruent	cond001
40.0	2.0	incongruent_correct	0.678	correct	2	1	incongruent	cond003
52.0	2.0	congruent_correct	0.528	correct	2	1	incongruent	cond001
64.0	2.0	incongruent_incorrect	0.49	incorrect	1	0	congruent	cond004
76.0	2.0	congruent_correct	0.622	correct	1	1	congruent	cond001
88.0	2.0	incongruent_correct	0.791	correct	1	1	congruent	cond003
102.0	2.0	congruent_correct	0.626	correct	1	1	congruent	cond001
116.0	2.0	incongruent_correct	0.716	correct	1	1	congruent	cond003
130.0	2.0	congruent_correct	0.71	correct	1	1	congruent	cond001
144.0	2.0	congruent_correct	0.64	correct	2	1	incongruent	cond001
154.0	2.0	congruent_correct	0.524	correct	2	1	incongruent	cond001
164.0	2.0	incongruent_correct	1.031	correct	2	1	incongruent	cond003
174.0	2.0	incongruent_correct	0.861	correct	2	1	incongruent	cond003
184.0	2.0	incongruent_correct	1.55	correct	2	1	incongruent	cond003
196.0	2.0	congruent_correct	0.465	correct	2	1	incongruent	cond001
208.0	2.0	incongruent_correct	0.651	correct	1	1	congruent	cond003
220.0	2.0	congruent_correct	0.559	correct	2	1	incongruent	cond001
232.0	2.0	congruent_correct	0.378	correct	2	1	incongruent	cond001
246.0	2.0	incongruent_correct	0.699	correct	1	1	congruent	cond003
260.0	2.0	congruent_correct	0.446	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.783	correct	1	1	congruent	cond003
