onset	duration	trial_type	response_time	correctness	StimVar	Rsponse	Stimulus	cond
0.0	2.0	incongruent_correct	0.649	correct	2	1	incongruent	cond003
10.0	2.0	incongruent_correct	0.598	correct	2	1	incongruent	cond003
20.0	2.0	congruent_correct	0.536	correct	2	1	incongruent	cond001
30.0	2.0	congruent_correct	0.451	correct	1	1	congruent	cond001
40.0	2.0	congruent_correct	0.409	correct	1	1	congruent	cond001
52.0	2.0	incongruent_correct	0.587	correct	1	1	congruent	cond003
64.0	2.0	congruent_correct	0.477	correct	1	1	congruent	cond001
76.0	2.0	incongruent_correct	0.559	correct	2	1	incongruent	cond003
88.0	2.0	incongruent_correct	0.563	correct	2	1	incongruent	cond003
102.0	2.0	congruent_correct	0.492	correct	2	1	incongruent	cond001
116.0	2.0	incongruent_correct	0.583	correct	1	1	congruent	cond003
130.0	2.0	congruent_correct	0.576	correct	1	1	congruent	cond001
144.0	2.0	congruent_correct	0.539	correct	2	1	incongruent	cond001
154.0	2.0	incongruent_correct	0.599	correct	2	1	incongruent	cond003
164.0	2.0	congruent_correct	0.61	correct	1	1	congruent	cond001
174.0	2.0	incongruent_correct	0.581	correct	1	1	congruent	cond003
184.0	2.0	incongruent_correct	0.497	correct	1	1	congruent	cond003
196.0	2.0	incongruent_correct	0.596	correct	1	1	congruent	cond003
208.0	2.0	congruent_correct	0.559	correct	1	1	congruent	cond001
220.0	2.0	incongruent_correct	0.577	correct	2	1	incongruent	cond003
234.0	2.0	congruent_correct	0.451	correct	2	1	incongruent	cond001
246.0	2.0	congruent_correct	0.653	correct	2	1	incongruent	cond001
260.0	2.0	congruent_correct	0.441	correct	1	1	congruent	cond001
274.0	2.0	incongruent_correct	0.595	correct	2	1	incongruent	cond003
